Date,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Series_Complete_Yes,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Additional_Doses,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen
01/10/2022,AK,1352405,83400,525060,743945,414621,37164,151157,226195,150232.0,69173.0,79084.0,1954.0
01/10/2022,IH2,2616535,102100,1187420,1327015,826642,36834,382211,407591,205591.0,101495.0,102708.0,1270.0
01/10/2022,NH,3030290,169600,1078940,1781750,920929,81640,335796,503402,146858.0,69557.0,73878.0,3413.0
01/10/2022,NY,40823675,1798100,14352940,24672635,14115199,1212982,4824200,8073682,5074905.0,2253300.0,2734966.0,86361.0
01/10/2022,AL,8499580,384400,3587120,4528060,2357727,156104,989289,1211744,693030.0,337004.0,343692.0,12283.0
01/10/2022,TN,11342080,493400,4249180,6599500,3530592,223792,1273184,2023056,1314467.0,563096.0,731106.0,17925.0
01/10/2022,NC,19427970,899500,7261340,11267130,6005415,463966,2107840,3433473,1313275.0,581686.0,708014.0,23563.0
01/10/2022,OR,8850935,454900,3342220,5053815,2822189,240129,978188,1599799,1187689.0,520817.0,647939.0,18577.0
01/10/2022,OK,6492880,320300,2674860,3497720,2136133,135484,820306,1180141,686172.0,318978.0,357823.0,9343.0
01/10/2022,MT,1790575,106400,729120,955055,580337,52667,230294,296948,239435.0,114306.0,120630.0,4221.0
01/10/2022,VA2,7640320,623000,3711980,3305340,2915446,231165,1429696,1254573,978119.0,512602.0,447778.0,17739.0
01/10/2022,MO,10281585,411900,3820240,6049445,3271491,228791,1127665,1914425,1144920.0,477524.0,653115.0,14234.0
01/10/2022,GA,19106295,798300,7398360,10909635,5458987,302408,2068529,3077781,1612091.0,740817.0,850924.0,19431.0
01/10/2022,ND,1222860,51800,475380,695680,403991,35353,141886,226748,152702.0,67630.0,82786.0,2283.0
01/10/2022,MN,11246630,493400,3954860,6798370,3723010,320734,1268818,2132376,1831206.0,755326.0,1049700.0,25925.0
01/10/2022,NM,3953705,184000,1552940,2216765,1402002,104650,538522,756823,577771.0,247410.0,321876.0,8395.0
01/09/2022,MP,115130,3300,24720,87110,40789,1111,5027,34651,14559.0,3135.0,11284.0,140.0
01/09/2022,MO,10283015,411900,3820100,6051015,3271345,228784,1127655,1914297,1144754.0,477478.0,652998.0,14231.0
01/09/2022,NM,3953705,184000,1552940,2216765,1399256,104522,537993,754735,568015.0,243772.0,315933.0,8220.0
01/09/2022,KY,7722845,371300,3147680,4203865,2440421,203698,946272,1288850,921259.0,422839.0,478684.0,19618.0
01/09/2022,AR,5303800,248500,2184360,2870940,1559316,109041,641832,807318,509527.0,251252.0,249791.0,8076.0
01/09/2022,FL,42655325,2293500,15568560,24793265,13704741,1307103,4724436,7637830,4635886.0,2050641.0,2496473.0,84532.0
01/09/2022,SC,9228725,437500,3755020,5036205,2755374,197790,1005191,1552042,918876.0,397658.0,502353.0,18408.0
01/09/2022,VT,1462640,69800,577000,815840,487487,46293,173609,267320,253113.0,112294.0,136855.0,3948.0
01/09/2022,CT,7711725,333300,2933700,4444725,2686202,224631,920796,1540335,1131722.0,543655.0,574392.0,13658.0
01/09/2022,BP2,307510,16100,134000,157410,128627,13421,49998,65208,28610.0,16493.0,11457.0,638.0
01/09/2022,MA,15095970,601800,5690500,8803670,5181158,372136,1843751,2965091,2165256.0,1059152.0,1084192.0,21904.0
01/09/2022,PA,26620625,1475800,10063360,15081465,8253261,693003,3011263,4548383,2835485.0,1275229.0,1550892.0,9322.0
01/09/2022,IH2,2616535,102100,1187420,1327015,826553,36833,382194,407520,205397.0,101395.0,102614.0,1270.0
01/09/2022,MS,4864785,216900,1948060,2699825,1453281,81083,565458,805966,441683.0,210857.0,224123.0,6367.0
01/09/2022,MT,1787775,103600,729120,955055,580329,52665,230290,296946,239425.0,114302.0,120625.0,4220.0
01/09/2022,MD,13723120,591300,4711820,8420000,4287970,315605,1460858,2507708,1735826.0,761941.0,943941.0,29632.0
01/09/2022,LA,7268180,315600,2906320,4046260,2356745,170773,930855,1254085,785597.0,346720.0,428094.0,10754.0
01/09/2022,WV,3614655,157000,1414780,2042875,992886,58869,411400,522171,392252.0,187381.0,200704.0,4109.0
01/09/2022,KS,5343215,250200,2042760,3050255,1675748,118584,609050,947481,602221.0,267919.0,325451.0,8708.0
01/09/2022,DD2,6298610,210000,2053640,4034970,2891481,275810,902645,1712787,1250.0,424.0,816.0,10.0
01/09/2022,FM,113700,12200,81440,20060,43247,11941,30047,1254,3922.0,3572.0,20.0,330.0
01/09/2022,PR,6743470,211200,2398540,4133730,2475243,137399,924824,1412911,780025.0,329154.0,443483.0,7380.0
01/09/2022,AZ,13034360,594500,4982020,7457840,4191617,318043,1575520,2292086,1369851.0,610221.0,740890.0,18142.0
01/09/2022,ND,1222860,51800,475380,695680,403982,35353,141883,226742,152693.0,67629.0,82778.0,2283.0
01/09/2022,NC,19424490,899500,7257860,11267130,6002012,463826,2107268,3430782,1304605.0,578855.0,702258.0,23480.0
01/09/2022,RI,2350495,87000,886440,1377055,817886,57874,281963,477706,373870.0,165258.0,204380.0,4209.0
01/09/2022,RP,38690,3800,27200,7690,16616,2342,12057,2210,5591.0,5582.0,9.0,0.0
01/09/2022,MH,68980,12100,47700,9180,23120,2576,19012,1531,1760.0,1744.0,11.0,5.0
01/09/2022,NJ,19383535,903600,6939100,11540835,6317810,496266,2228648,3592397,2327047.0,1044364.0,1234032.0,48626.0
01/09/2022,TX,54493775,2554500,19557220,32382055,16663300,1279735,5897794,9485111,5097142.0,2309277.0,2707299.0,80411.0
01/09/2022,MI,18585590,912200,7263820,10409570,5720073,408968,2099888,3210193,2531909.0,1126001.0,1365192.0,40644.0
01/09/2022,IL,24248065,1142600,8410220,14695245,8209652,609265,2734885,4857084,3417840.0,1456586.0,1916969.0,43269.0
01/09/2022,GU,291260,22500,79580,189180,127707,10553,38346,78802,34438.0,13224.0,20550.0,664.0
01/09/2022,WY,882565,47200,388920,446445,277219,25287,113919,137898,103384.0,48670.0,53244.0,1431.0
01/09/2022,CA,78921635,3585400,28393020,46943215,26427203,2056042,9254417,15112051,9654588.0,4356861.0,5137976.0,159318.0
01/09/2022,TN,11342350,493400,4248580,6600370,3530537,223785,1273177,2023015,1314384.0,563054.0,731067.0,17923.0
01/09/2022,WI,10376525,449400,3873840,6053285,3637761,293286,1299972,2043864,1732705.0,745886.0,962909.0,23844.0
01/09/2022,NV,5286320,252900,1817180,3216240,1755706,166734,583559,1005356,556041.0,233571.0,312700.0,9770.0
01/09/2022,SD,1645505,86800,659980,898725,509840,37128,190210,282469,182757.0,84685.0,95874.0,2190.0
01/09/2022,OK,6492880,320300,2674860,3497720,2134997,135421,820043,1179331,682043.0,317151.0,355555.0,9309.0
01/09/2022,GA,19105895,798300,7397960,10909635,5458880,302401,2068499,3077711,1611816.0,740647.0,850820.0,19430.0
01/09/2022,WA,15640675,727100,5642120,9271455,5204067,434217,1826126,2940520,2111915.0,952708.0,1130184.0,28470.0
01/09/2022,ME,2992160,150700,1172920,1668540,1026531,129125,372954,523847,482621.0,228939.0,243677.0,9447.0
01/09/2022,VA,17407525,750400,6045300,10611825,5845731,430556,1943425,3468679,2295157.0,1002462.0,1255580.0,36765.0
01/09/2022,OH,20567665,952400,7713180,11902085,6515949,534639,2324718,3651581,2913677.0,1270286.0,1592259.0,50667.0
01/09/2022,UT,5561950,233000,1928060,3400890,1900493,160805,635359,1104319,613324.0,245892.0,358992.0,8439.0
01/09/2022,IA,5846575,280400,2219840,3346335,1873024,157562,697285,1017891,869514.0,407947.0,449874.0,11678.0
01/09/2022,US,639673115,29676800,235952940,374043375,207662071,16434623,73722356,117357785,75356579.0,33540692.0,40669187.0,1130132.0
01/09/2022,DC,1651115,68400,585760,996955,480777,37713,167916,274798,140936.0,60394.0,79452.0,1073.0
01/09/2022,CO,11172655,478700,4147300,6546655,3843097,300226,1389635,2151010,1664634.0,767955.0,874805.0,21643.0
01/09/2022,AK,1352405,83400,525060,743945,414614,37164,151155,226190,150222.0,69167.0,79080.0,1954.0
01/09/2022,AL,8499980,384400,3587120,4528460,2355660,155975,988648,1210447,687451.0,334007.0,341203.0,12190.0
01/09/2022,NE,3537340,148200,1241660,2147480,1167700,85064,404183,676981,497106.0,199377.0,292376.0,5071.0
01/09/2022,VA2,7640320,623000,3711980,3305340,2915409,231160,1429674,1254563,977175.0,511914.0,447526.0,17735.0
01/09/2022,DE,2045495,91600,788480,1165415,629785,54766,224755,349667,230437.0,101849.0,124674.0,3900.0
01/09/2022,AS,84910,600,20700,63610,35654,561,8850,26242,3976.0,1263.0,2713.0,0.0
01/09/2022,HI,3064920,123300,1122660,1818960,912372,58407,288522,547296,171328.0,56240.0,113273.0,1789.0
01/09/2022,ID,3003450,151900,1159260,1692290,830642,75647,316970,437312,334074.0,146846.0,182344.0,4816.0
01/09/2022,OR,8850935,454900,3342220,5053815,2819829,240043,977959,1597814,1176584.0,517329.0,640435.0,18465.0
01/09/2022,MN,11246360,493400,3954560,6798400,3722978,320732,1268804,2132360,1831079.0,755276.0,1049623.0,25925.0
01/09/2022,NY,40821515,1798100,14353000,24670415,14104621,1212387,4822959,8064944,5043214.0,2239867.0,2717164.0,85906.0
01/09/2022,NH,3030290,169600,1078940,1781750,920681,81615,335751,503224,146536.0,69456.0,73667.0,3403.0
01/09/2022,IN,11484250,575500,4037200,6871550,3522673,272982,1220885,2020870,1326537.0,532084.0,775953.0,17841.0
01/09/2022,VI,135860,2400,35540,97920,54100,1938,15140,37017,13282.0,4614.0,8549.0,117.0
01/08/2022,ND,1222060,51800,475380,694880,403934,35352,141871,226707,152622.0,67589.0,82747.0,2283.0
01/08/2022,MH,68980,12100,47700,9180,23060,2567,18987,1505,1609.0,1594.0,10.0,5.0
01/08/2022,UT,5561750,233000,1927760,3400990,1900426,160801,635329,1104287,613167.0,245753.0,358977.0,8436.0
01/08/2022,AR,5301700,248400,2182360,2870940,1557712,108964,641430,806197,503148.0,248343.0,246383.0,8014.0
01/08/2022,VA2,7640320,623000,3711980,3305340,2914714,231011,1429374,1254317,969825.0,507589.0,444730.0,17506.0
01/08/2022,WY,882865,47200,388920,446745,277200,25285,113913,137887,103332.0,48645.0,53217.0,1431.0
01/08/2022,NM,3957345,184000,1552940,2220405,1398891,104510,537922,754453,567522.0,243622.0,315592.0,8218.0
01/08/2022,MS,4864285,216900,1947460,2699925,1453208,81074,565438,805922,441532.0,210753.0,224080.0,6363.0
01/08/2022,BP2,307810,16100,134000,157710,128627,13421,49998,65208,28609.0,16493.0,11456.0,638.0
01/08/2022,VI,135860,2400,35540,97920,54100,1938,15140,37017,13281.0,4614.0,8548.0,117.0
01/08/2022,OH,20572865,952300,7713080,11907485,6508922,534130,2323408,3646378,2879951.0,1255800.0,1573606.0,50082.0
01/08/2022,FM,113700,12200,81440,20060,43247,11941,30047,1254,3922.0,3572.0,20.0,330.0
01/08/2022,NY,40830015,1798100,14353000,24678915,14083675,1211552,4820718,8047096,4983571.0,2215939.0,2682194.0,85164.0
01/08/2022,AZ,13047660,594500,4982020,7471140,4186278,317686,1574245,2288404,1353954.0,602450.0,733001.0,17913.0
01/08/2022,CA,78915915,3585100,28382520,46948295,26387541,2054472,9246314,15082071,9502585.0,4291230.0,5053734.0,157191.0
01/08/2022,NH,3030290,169600,1078940,1781750,917922,81318,335342,501173,135870.0,63845.0,68833.0,3182.0
01/08/2022,OK,6492880,320300,2674860,3497720,2132537,135293,819413,1177630,674487.0,313500.0,351752.0,9209.0
01/08/2022,AS,84910,600,20700,63610,35654,561,8850,26242,3976.0,1263.0,2713.0,0.0
01/08/2022,WA,15635845,727000,5641720,9267125,5203888,434185,1826091,2940410,2111524.0,952526.0,1129989.0,28456.0
01/08/2022,MT,1788015,103600,729260,955155,580266,52664,230270,296904,239357.0,114258.0,120604.0,4217.0
01/08/2022,PR,6743470,211200,2398540,4133730,2473419,137357,924583,1411370,770507.0,325308.0,437964.0,7227.0
01/08/2022,DC,1651115,68400,585760,996955,480385,37693,167817,274525,139677.0,59881.0,78710.0,1069.0
01/08/2022,IL,24270165,1142600,8410120,14717445,8194192,608223,2731971,4845604,3380461.0,1441115.0,1895527.0,42815.0
01/08/2022,IN,11484150,575500,4037200,6871450,3518662,272691,1220296,2017746,1309002.0,525794.0,764916.0,17650.0
01/08/2022,MP,115130,3300,24720,87110,40789,1111,5027,34651,14558.0,3134.0,11284.0,140.0
01/08/2022,MN,11245660,493400,3954560,6797700,3718391,320524,1268112,2128689,1811675.0,748277.0,1037393.0,25753.0
01/08/2022,KY,7723345,371300,3148380,4203665,2439049,203623,945934,1287894,915657.0,420637.0,475373.0,19531.0
01/08/2022,PA,26624325,1475800,10063360,15085165,8244274,692186,3009359,4542117,2809296.0,1264348.0,1535697.0,9209.0
01/08/2022,IH2,2614735,102100,1187320,1325315,825374,36804,381995,406569,203219.0,100465.0,101395.0,1241.0
01/08/2022,RI,2350595,87000,886440,1377155,817272,57858,281845,477227,370780.0,163859.0,202710.0,4189.0
01/08/2022,US,639717695,29675600,235928720,374113375,207452448,16422957,73683440,117199049,74617848.0,33228378.0,40252863.0,1120155.0
01/08/2022,TX,54486175,2554500,19554720,32376955,16648179,1279088,5895074,9473359,5049779.0,2288864.0,2680925.0,79841.0
01/08/2022,MA,15090670,601800,5690500,8798370,5176851,371859,1842606,2962208,2141837.0,1047275.0,1072774.0,21780.0
01/08/2022,IA,5844035,280400,2219740,3343895,1872941,157551,697261,1017843,869336.0,407844.0,449805.0,11672.0
01/08/2022,MO,10280185,411900,3819700,6048585,3271183,228768,1127624,1914182,1144375.0,477344.0,652769.0,14215.0
01/08/2022,TN,11326740,493400,4248580,6584760,3530468,223772,1273155,2022981,1314240.0,562984.0,730996.0,17920.0
01/08/2022,KS,5343115,250200,2042760,3050155,1673738,118463,608700,945945,595517.0,265087.0,321687.0,8601.0
01/08/2022,ME,2993060,150700,1172920,1669440,1026367,129067,372913,523782,482405.0,228791.0,243614.0,9442.0
01/08/2022,DD2,6298610,210000,2053640,4034970,2888525,275636,902003,1710650,1222.0,413.0,799.0,10.0
01/08/2022,ID,3003750,151900,1159260,1692590,830012,75556,316772,436973,331210.0,145496.0,180866.0,4781.0
01/08/2022,CT,7711565,333300,2933840,4444425,2681407,224313,920125,1536529,1110975.0,533727.0,563834.0,13397.0
01/08/2022,SD,1644905,86800,659980,898125,509634,37120,190181,282300,182468.0,84560.0,95710.0,2190.0
01/08/2022,GU,291260,22500,79580,189180,127678,10552,38344,78776,34438.0,13224.0,20550.0,664.0
01/08/2022,NJ,19384705,903600,6939100,11542005,6311533,496031,2227816,3587194,2307357.0,1036268.0,1222709.0,48356.0
01/08/2022,LA,7289780,315600,2906020,4068160,2354263,170578,930251,1252403,776413.0,342493.0,423314.0,10577.0
01/08/2022,WV,3614855,157000,1414780,2043075,992836,58866,411379,522146,392136.0,187322.0,200649.0,4107.0
01/08/2022,SC,9227725,437200,3754420,5036105,2755228,197771,1005157,1551949,918543.0,397510.0,502178.0,18398.0
01/08/2022,FL,42659205,2293500,15566660,24799045,13693288,1306239,4722022,7629722,4588132.0,2029917.0,2470505.0,83507.0
01/08/2022,VA,17407425,750400,6045300,10611725,5840832,430289,1942525,3464953,2273876.0,994880.0,1242174.0,36472.0
01/08/2022,NV,5285820,252900,1816580,3216340,1753543,166609,583226,1003651,549101.0,230659.0,308816.0,9626.0
01/08/2022,OR,8848435,454900,3342220,5051315,2816529,239841,977370,1595371,1159441.0,510468.0,630426.0,18200.0
01/08/2022,NC,19426790,899500,7255660,11271630,5995979,463399,2105928,3426516,1289774.0,571891.0,694633.0,23238.0
01/08/2022,CO,11173795,478700,4147200,6547895,3838984,300091,1389065,2147610,1645940.0,762166.0,862023.0,21520.0
01/08/2022,AL,8498480,384400,3586420,4527660,2354087,155848,988199,1209451,683047.0,331879.0,339029.0,12089.0
01/08/2022,AK,1352405,83400,525060,743945,414557,37159,151142,226151,150205.0,69160.0,79072.0,1953.0
01/08/2022,GA,19111495,798300,7398060,10915135,5458691,302384,2068437,3077601,1611380.0,740431.0,850612.0,19419.0
01/08/2022,MI,18596890,912200,7263520,10421170,5713920,408630,2098731,3205535,2506887.0,1116290.0,1350224.0,40302.0
01/08/2022,DE,2049695,91600,788480,1169615,629732,54750,224744,349641,230357.0,101813.0,124631.0,3899.0
01/08/2022,HI,3064920,123300,1122660,1818960,910162,58295,287831,545889,170068.0,55653.0,112617.0,1772.0
01/08/2022,WI,10368325,449400,3873840,6045085,3633470,293039,1299228,2040570,1714778.0,738096.0,952990.0,23629.0
01/08/2022,MD,13723320,591300,4711820,8420200,4283729,315501,1460433,2504000,1720378.0,756865.0,933692.0,29509.0
01/08/2022,VT,1462540,69800,577000,815740,486797,46256,173464,266812,250184.0,111096.0,135155.0,3917.0
01/08/2022,NE,3535140,147900,1240060,2147180,1166602,84995,403967,676172,493090.0,197466.0,290427.0,4917.0
01/08/2022,RP,38690,3800,27200,7690,16583,2342,12028,2209,5161.0,5152.0,9.0,0.0
01/07/2022,VT,1452400,69800,575260,807340,486220,46226,173347,266382,248045.0,110225.0,133916.0,3888.0
01/07/2022,ND,1219960,51700,473980,694280,403337,35323,141763,226247,151407.0,66976.0,82150.0,2278.0
01/07/2022,NY,40386775,1792500,14274800,24319475,14066003,1210564,4818085,8033069,4924211.0,2190075.0,2649623.0,84250.0
01/07/2022,VI,135860,2400,35540,97920,54019,1933,15125,36956,12838.0,4449.0,8272.0,115.0
01/07/2022,GU,281460,22500,78580,180380,127538,10544,38309,78681,33678.0,12915.0,20110.0,653.0
01/07/2022,NH,3000510,168100,1072640,1759770,917641,81286,335290,500977,135347.0,63648.0,68523.0,3166.0
01/07/2022,AL,8391130,383600,3559360,4448170,2351731,155617,987501,1208025,676060.0,328441.0,335648.0,11921.0
01/07/2022,RP,38490,3800,27200,7490,16583,2342,12028,2209,5161.0,5152.0,9.0,0.0
01/07/2022,AS,83310,600,20700,62010,35330,561,8840,25928,3927.0,1244.0,2683.0,0.0
01/07/2022,ME,2966480,150700,1166040,1649740,1025195,128987,372710,522899,476411.0,226282.0,240245.0,9327.0
01/07/2022,US,632575655,29522600,234099340,368953715,207229983,16409558,73638649,117035180,73814228.0,32882883.0,39806408.0,1108673.0
01/07/2022,AR,5216470,247700,2140600,2828170,1555947,108868,641015,804959,497863.0,245661.0,243853.0,7942.0
01/07/2022,AZ,12933400,588300,4941220,7403880,4181056,317295,1572999,2284843,1337127.0,594186.0,724794.0,17573.0
01/07/2022,OH,20333655,945300,7662720,11725635,6501938,533705,2322133,3641095,2848629.0,1242754.0,1555830.0,49584.0
01/07/2022,CO,11089475,477900,4120680,6490895,3834638,299852,1388270,2144316,1628761.0,754666.0,852542.0,21327.0
01/07/2022,WY,873365,47000,385420,440945,276612,25256,113781,137460,102066.0,48018.0,52595.0,1415.0
01/07/2022,GA,18890595,794600,7344540,10751455,5458389,302370,2068325,3077426,1610851.0,740224.0,850311.0,19399.0
01/07/2022,TX,53738365,2538400,19362560,31837405,16628003,1277712,5890774,9458876,4987675.0,2262280.0,2646267.0,78980.0
01/07/2022,NJ,19143875,900700,6906500,11336675,6303604,495530,2226436,3581162,2275970.0,1022416.0,1205748.0,47783.0
01/07/2022,WV,3589025,156800,1401700,2030525,992050,58813,411181,521611,388752.0,185899.0,198740.0,4057.0
01/07/2022,RI,2343425,87000,884140,1372285,816505,57828,281696,476639,366932.0,162343.0,200423.0,4144.0
01/07/2022,LA,7198860,314900,2872280,4011680,2351850,170404,929630,1250787,767496.0,338239.0,418832.0,10396.0
01/07/2022,VA2,7623720,619600,3711980,3292140,2913999,230868,1429100,1254020,962215.0,503351.0,441630.0,17234.0
01/07/2022,WI,10273055,446600,3829840,5996615,3629808,292812,1298637,2037732,1697935.0,730862.0,943627.0,23388.0
01/07/2022,KS,5287535,249300,2023500,3014735,1671918,118364,608408,944522,589819.0,262994.0,318160.0,8530.0
01/07/2022,SC,9122215,436800,3729920,4955495,2752738,197597,1004493,1550297,909004.0,393201.0,497146.0,18200.0
01/07/2022,IA,5805975,280200,2204500,3321275,1871138,157415,696959,1016478,864106.0,405506.0,447011.0,11574.0
01/07/2022,VA,17266955,749900,6043580,10473475,5835838,430041,1941539,3461212,2252628.0,986192.0,1229934.0,36165.0
01/07/2022,DE,2020055,89800,784940,1145315,628955,54690,224547,349124,227598.0,100569.0,123184.0,3832.0
01/07/2022,ID,2979370,151000,1150280,1678090,829459,75466,316599,436683,328904.0,144418.0,179670.0,4749.0
01/07/2022,NM,3906275,183300,1542120,2180855,1396966,104397,537493,753073,561881.0,240902.0,312819.0,8071.0
01/07/2022,FL,42126435,2279600,15443700,24403135,13682220,1305473,4719520,7621990,4545339.0,2011514.0,2447070.0,82586.0
01/07/2022,TN,11237360,491900,4236820,6508640,3528311,223672,1272641,2021462,1306371.0,560056.0,726195.0,17811.0
01/07/2022,BP2,305110,16100,133400,155610,128624,13420,49997,65207,28579.0,16484.0,11435.0,638.0
01/07/2022,FM,109760,12200,81440,16120,43247,11941,30047,1254,3922.0,3572.0,20.0,330.0
01/07/2022,KY,7673385,370200,3143100,4160085,2437132,203459,945440,1286637,908094.0,417134.0,471445.0,19401.0
01/07/2022,NC,19284400,897100,7216260,11171040,5990741,463029,2104825,3422751,1275454.0,565593.0,686805.0,23044.0
01/07/2022,MT,1771895,103600,722040,946255,579809,52629,230147,296607,237756.0,113378.0,119923.0,4184.0
01/07/2022,IL,23954195,1140100,8346360,14467735,8181688,607319,2729544,4836454,3345152.0,1426505.0,1875360.0,42290.0
01/07/2022,AK,1343785,83100,520240,740445,414195,37131,151074,225885,148931.0,68555.0,78421.0,1935.0
01/07/2022,IH2,2595635,102100,1185220,1308315,824514,36774,381809,405925,201364.0,99440.0,100585.0,1221.0
01/07/2022,DD2,6285570,210000,2049500,4026070,2885462,275291,901429,1708509,1208.0,405.0,793.0,10.0
01/07/2022,MO,10181565,410600,3790300,5980665,3268195,228629,1126955,1912007,1133232.0,472974.0,646120.0,14091.0
01/07/2022,PR,6698330,211200,2384840,4102290,2470699,137310,923934,1409346,755142.0,317879.0,430160.0,7095.0
01/07/2022,IN,11315820,573900,3994380,6747540,3515632,272514,1219782,2015424,1292843.0,519384.0,755346.0,17483.0
01/07/2022,MD,13586620,590900,4707720,8288000,4279315,315333,1459770,2500421,1700480.0,749365.0,921480.0,29328.0
01/07/2022,HI,3033250,122900,1111660,1798690,908394,58167,287214,544866,168939.0,55132.0,112026.0,1755.0
01/07/2022,DC,1633325,68300,585620,979405,479812,37674,167701,274087,138105.0,59282.0,77741.0,1065.0
01/07/2022,MA,14986740,600200,5669300,8717240,5171673,371564,1841496,2958435,2115081.0,1034824.0,1058702.0,21547.0
01/07/2022,CA,77883495,3540900,28098320,46244275,26354961,2053091,9239590,15057603,9370935.0,4235473.0,4979699.0,155338.0
01/07/2022,MN,11096570,492000,3885500,6719070,3713581,320298,1267424,2124801,1795358.0,742018.0,1027490.0,25598.0
01/07/2022,UT,5509820,232700,1913340,3363780,1900361,160794,635314,1104244,613043.0,245675.0,358934.0,8433.0
01/07/2022,CT,7632635,332000,2924460,4376175,2678243,224193,919695,1533916,1097910.0,527667.0,556938.0,13288.0
01/07/2022,MS,4798705,216300,1929740,2652665,1453118,81065,565412,805867,441361.0,210650.0,224018.0,6358.0
01/07/2022,WA,15477225,725400,5588720,9163105,5199469,433924,1825393,2936967,2088489.0,942464.0,1117292.0,28187.0
01/07/2022,NV,5216950,251600,1799260,3166090,1751608,166452,582945,1002154,542929.0,228077.0,305347.0,9505.0
01/07/2022,MP,113330,3300,24720,85310,40789,1111,5027,34651,14558.0,3134.0,11284.0,140.0
01/07/2022,MI,18418430,908200,7197580,10312650,5708301,408303,2097492,3201484,2485238.0,1107362.0,1337834.0,39971.0
01/07/2022,MH,68980,12100,47700,9180,23060,2567,18987,1505,1609.0,1594.0,10.0,5.0
01/07/2022,OK,6449300,317400,2657220,3474680,2130464,135141,818902,1176222,668129.0,310193.0,348831.0,9080.0
01/07/2022,PA,26336805,1465500,9972920,14898385,8230767,691280,3006308,4532568,2775734.0,1250918.0,1515712.0,9063.0
01/07/2022,NE,3492130,147500,1233440,2111190,1165574,84965,403766,675376,489754.0,195990.0,288591.0,4894.0
01/07/2022,OR,8683555,452400,3281620,4949535,2813766,239675,976898,1593301,1145463.0,504392.0,622772.0,17957.0
01/07/2022,SD,1627435,86400,655480,885555,509046,37072,190056,281885,181075.0,83888.0,95007.0,2172.0
01/06/2022,IN,11315820,573900,3994380,6747540,3511958,272296,1219167,2012597,1276569.0,512660.0,746000.0,17295.0
01/06/2022,MS,4798705,216300,1929740,2652665,1450300,80927,564620,803989,430772.0,205720.0,218563.0,6161.0
01/06/2022,IH2,2595635,102100,1185220,1308315,823480,36748,381613,405113,199238.0,98250.0,99661.0,1209.0
01/06/2022,WI,10273055,446600,3829840,5996615,3625956,292598,1298004,2034733,1682576.0,724218.0,935088.0,23213.0
01/06/2022,NJ,19143875,900700,6906500,11336675,6296483,494989,2225266,3575765,2249884.0,1011235.0,1191445.0,47182.0
01/06/2022,DE,2020055,89800,784940,1145315,627808,54625,224208,348389,223701.0,98690.0,121247.0,3751.0
01/06/2022,MA,14986740,600200,5669300,8717240,5166045,371304,1840122,2954443,2086852.0,1020511.0,1044988.0,21345.0
01/06/2022,HI,3033250,122900,1111660,1798690,906741,58012,286698,543884,167742.0,54602.0,111387.0,1728.0
01/06/2022,ND,1219960,51700,473980,694280,402983,35307,141696,225976,150556.0,66575.0,81709.0,2269.0
01/06/2022,CT,7632635,332000,2924460,4376175,2675408,223951,919243,1531775,1084172.0,521024.0,549992.0,13139.0
01/06/2022,UT,5509820,232700,1913340,3363780,1892524,160419,633999,1098097,592861.0,236771.0,347843.0,8246.0
01/06/2022,AS,83310,600,20700,62010,34947,561,8832,25553,3800.0,1218.0,2582.0,0.0
01/06/2022,WY,873365,47000,385420,440945,276574,25255,113760,137444,101993.0,47978.0,52562.0,1415.0
01/06/2022,MD,13586620,590900,4707720,8288000,4275073,315160,1459095,2497037,1682504.0,742264.0,910832.0,29104.0
01/06/2022,NV,5216950,251600,1799260,3166090,1749590,166338,582637,1000558,536764.0,225610.0,301783.0,9371.0
01/06/2022,WA,15477225,725400,5588720,9163105,5193988,433630,1824534,2932657,2064102.0,931049.0,1104624.0,27890.0
01/06/2022,NH,3000510,168100,1072640,1759770,916731,81096,335131,500416,134631.0,63336.0,68175.0,3110.0
01/06/2022,VT,1452400,69800,575260,807340,485667,46191,173217,265994,246026.0,109386.0,132758.0,3866.0
01/06/2022,PA,26336805,1465500,9972920,14898385,8221488,690513,3004347,4526018,2747303.0,1237497.0,1500777.0,8989.0
01/06/2022,MH,68980,12100,47700,9180,23060,2567,18987,1505,1609.0,1594.0,10.0,5.0
01/06/2022,VA2,7623720,619600,3711980,3292140,2913282,230753,1428743,1253775,954178.0,498213.0,438979.0,16986.0
01/06/2022,RP,38490,3800,27200,7490,16571,2342,12017,2208,4912.0,4903.0,9.0,0.0
01/06/2022,NY,40386775,1792500,14274800,24319475,14048735,1209480,4815153,8019860,4862474.0,2162022.0,2616926.0,83269.0
01/06/2022,MP,113330,3300,24720,85310,40705,1111,4995,34599,14454.0,3113.0,11201.0,140.0
01/06/2022,ID,2979370,151000,1150280,1678090,828885,75385,316388,436402,326549.0,143295.0,178483.0,4704.0
01/06/2022,GA,18890595,794600,7344540,10751455,5458048,302339,2068215,3077227,1610217.0,739839.0,850074.0,19387.0
01/06/2022,SD,1627435,86400,655480,885555,508494,37024,189933,281504,179485.0,83218.0,94120.0,2139.0
