Date,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Series_Complete_Yes,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Additional_Doses,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen
06/17/2021,NV,2993960,184300,1209100,1600560,1226328,114705,483364,628249,,0.0,0.0,0.0
06/17/2021,AS,54030,600,15600,37830,20249,158,4882,15209,,0.0,0.0,0.0
06/17/2021,IH2,1747615,74700,920800,752115,642857,24276,338745,279836,,0.0,0.0,0.0
06/16/2021,WI,6032885,316700,2582340,3133845,2732284,218522,1087549,1425945,,0.0,0.0,0.0
06/16/2021,OH,12216915,655400,5113840,6447675,4996740,398772,1981516,2612871,,0.0,0.0,0.0
06/16/2021,SC,5198355,313200,2237640,2647515,1867916,134856,724411,1008434,,0.0,0.0,0.0
06/16/2021,CO,6905280,340300,2836580,3728400,2833756,207169,1165917,1459762,,0.0,0.0,0.0
06/16/2021,NJ,11308045,606000,4633840,6068205,4737908,374257,1881347,2482257,,0.0,0.0,0.0
06/16/2021,OK,3968045,222300,1737440,2008305,1430408,90694,632804,706880,,0.0,0.0,0.0
06/16/2021,MS,2623625,164000,1164240,1295385,848221,53235,388051,406899,,0.0,0.0,0.0
06/16/2021,GA,10966325,596700,4632140,5737485,3596897,201378,1527465,1867653,,0.0,0.0,0.0
06/16/2021,NV,2990680,183100,1207020,1600560,1221242,114144,481635,625453,,0.0,0.0,0.0
06/16/2021,AS,54030,600,15600,37830,20249,158,4882,15209,,0.0,0.0,0.0
06/16/2021,NH,1786515,116700,722700,947115,735827,56651,307352,371798,,0.0,0.0,0.0
06/16/2021,DC,1050425,54400,417460,578565,349725,30001,133594,185955,,0.0,0.0,0.0
06/16/2021,VI,77040,900,23100,53040,33405,809,10528,22067,,0.0,0.0,0.0
06/16/2021,MA,9581900,444700,3835540,5301660,4018459,279034,1571272,2168101,,0.0,0.0,0.0
06/16/2021,CT,4649255,249900,1885220,2514135,2064217,165971,778233,1119891,,0.0,0.0,0.0
06/16/2021,NM,2329355,138500,1015200,1175655,1070030,68617,446837,553598,,0.0,0.0,0.0
06/16/2021,IH2,1743815,74700,917000,752115,639195,24114,338044,277037,,0.0,0.0,0.0
06/16/2021,ME,1818640,103100,778760,936780,789822,99860,317272,372603,,0.0,0.0,0.0
06/16/2021,NE,2053380,108000,812040,1133340,862668,64643,333307,463761,,0.0,0.0,0.0
06/16/2021,AZ,7951295,430900,3298840,4221555,2775927,196296,1152510,1425422,,0.0,0.0,0.0
06/16/2021,WY,510585,34000,245120,231465,192396,14729,88086,89529,,0.0,0.0,0.0
06/16/2021,US,375186675,21396900,154675860,199113915,146456124,11572418,58403082,76417198,,0.0,0.0,0.0
06/16/2021,AK,822845,58700,352500,411645,301947,21515,126823,153576,,0.0,0.0,0.0
06/16/2021,IN,6593130,426900,2616840,3549390,2566967,182441,1002423,1377380,,0.0,0.0,0.0
06/16/2021,FM,78800,10200,68600,0,23382,3838,19504,40,,0.0,0.0,0.0
06/16/2021,MP,72330,2600,20200,49530,24707,355,3436,20916,,0.0,0.0,0.0
06/16/2021,HI,1915590,81200,751360,1083030,709205,34828,249751,406545,,0.0,0.0,0.0
06/16/2021,PA,15396195,1060500,6508980,7826715,6045055,512666,2411384,3120716,,0.0,0.0,0.0
06/16/2021,IA,3403315,187800,1415860,1799655,1456627,118219,611477,726852,,0.0,0.0,0.0
06/16/2021,ID,1645205,100100,694320,850785,618564,46634,257636,314040,,0.0,0.0,0.0
06/16/2021,WA,9212310,495000,3715560,5001750,3889658,323902,1528707,2035629,,0.0,0.0,0.0
06/16/2021,VT,908500,52700,390140,465660,392724,35329,156557,200626,,0.0,0.0,0.0
06/16/2021,PR,3907030,190000,1742460,1974570,1326897,89581,521703,715589,,0.0,0.0,0.0
06/16/2021,VA,10162945,540400,3966180,5656365,4205777,311486,1593141,2300434,,0.0,0.0,0.0
06/16/2021,DD2,4362500,186200,1816800,2359500,1652187,131672,653106,867409,,0.0,0.0,0.0
06/16/2021,RI,1492595,61600,605560,825435,590578,45441,228830,316295,,0.0,0.0,0.0
06/16/2021,IL,14440975,850200,5716480,7874295,5463230,429083,2102727,2928404,,0.0,0.0,0.0
06/16/2021,CA,48326170,2615000,19683740,26027430,18660531,1449023,7410517,9799288,,0.0,0.0,0.0
06/16/2021,NC,11532520,646300,4740600,6145620,3995039,284944,1549557,2160497,,0.0,0.0,0.0
06/16/2021,WV,1871625,110100,845220,916305,642457,33195,291478,317620,,0.0,0.0,0.0
06/16/2021,ND,707820,36500,309400,361920,288032,24162,120764,143105,,0.0,0.0,0.0
06/16/2021,MN,6448490,344900,2577600,3525990,2780354,251062,1051645,1477522,,0.0,0.0,0.0
06/16/2021,MI,11450790,642500,4794100,6014190,4485517,316575,1793358,2374917,,0.0,0.0,0.0
06/16/2021,KY,4392565,266300,1909700,2216565,1831498,152413,770093,908504,,0.0,0.0,0.0
06/16/2021,GU,215770,19500,74200,122070,80718,3645,31401,45672,,0.0,0.0,0.0
06/16/2021,TX,31200615,1893500,12601660,16705455,11228415,923361,4522847,5781523,,0.0,0.0,0.0
06/16/2021,FL,24344495,1694100,9873800,12776595,9170862,920871,3612147,4624373,,0.0,0.0,0.0
06/16/2021,RP,24600,3800,20800,0,12494,1737,10735,22,,0.0,0.0,0.0
06/16/2021,SD,948305,59300,427440,461565,390006,24611,169954,195428,,0.0,0.0,0.0
06/16/2021,MH,51300,10800,40500,0,14711,406,14294,11,,0.0,0.0,0.0
06/16/2021,OR,5555275,310100,2288780,2956395,2125535,160569,817359,1147118,,0.0,0.0,0.0
06/16/2021,LTC,61656565,2474700,18186820,40995045,0,0,0,0,,0.0,0.0,0.0
06/16/2021,UT,3178230,172400,1354960,1650870,1134662,113895,440701,580065,,0.0,0.0,0.0
06/16/2021,BP2,198260,10600,82360,105300,93247,7848,36441,48958,,0.0,0.0,0.0
06/16/2021,NY,23414745,1250700,9600000,12564045,9928815,849858,3870332,5207669,,0.0,0.0,0.0
06/16/2021,AL,4692070,281100,2125960,2285010,1508504,108475,688293,711634,,0.0,0.0,0.0
06/16/2021,AR,2803630,178800,1254760,1370070,990045,71223,454546,464127,,0.0,0.0,0.0
06/16/2021,MD,8305030,439400,3271040,4594590,3201469,245599,1219312,1734888,,0.0,0.0,0.0
06/16/2021,KS,3034935,172200,1329840,1532895,1175638,78205,500237,596957,,0.0,0.0,0.0
06/16/2021,VA2,6239605,520400,2985500,2733705,2661376,160359,1336515,1164501,,0.0,0.0,0.0
06/16/2021,DE,1258695,65800,511760,681135,453639,41927,172389,239145,,0.0,0.0,0.0
06/16/2021,TN,6210510,367500,2579880,3263130,2316420,147729,929034,1236626,,0.0,0.0,0.0
06/16/2021,MT,1095905,69600,487520,538785,436046,34227,191342,210383,,0.0,0.0,0.0
06/16/2021,MO,6014395,311300,2467460,3235635,2250890,160288,851005,1239519,,0.0,0.0,0.0
06/16/2021,LA,3983850,238100,1745440,2000310,1546253,111437,687574,746688,,0.0,0.0,0.0
06/15/2021,IN,6592990,426900,2616700,3549390,2566765,182412,1002340,1377290,,0.0,0.0,0.0
06/15/2021,AK,822445,58700,352100,411645,301029,21321,126539,153136,,0.0,0.0,0.0
06/15/2021,IH2,1743615,74700,916800,752115,638743,24062,337932,276749,,0.0,0.0,0.0
06/15/2021,OK,3967805,222300,1737200,2008305,1430287,90683,632750,706824,,0.0,0.0,0.0
06/15/2021,NJ,11307205,606000,4633000,6068205,4704352,372289,1872739,2459277,,0.0,0.0,0.0
06/15/2021,LA,3982070,238100,1743660,2000310,1539268,110776,685566,742373,,0.0,0.0,0.0
06/15/2021,ME,1818640,103100,778760,936780,789570,99805,317152,372526,,0.0,0.0,0.0
06/15/2021,PA,15389585,1060500,6508220,7820865,6043649,512406,2411007,3119947,,0.0,0.0,0.0
06/15/2021,MN,6446880,344900,2577160,3524820,2766393,250069,1049001,1467198,,0.0,0.0,0.0
06/15/2021,PR,3906830,190000,1742260,1974570,1315598,88328,517562,709684,,0.0,0.0,0.0
06/15/2021,MD,8296970,439400,3270000,4587570,3158721,243155,1209843,1704103,,0.0,0.0,0.0
06/15/2021,NM,2323815,138500,1014340,1170975,1060930,66854,443103,550016,,0.0,0.0,0.0
06/15/2021,NV,2989510,183100,1207020,1599390,1208807,112891,479057,616849,,0.0,0.0,0.0
06/15/2021,CT,4645465,249900,1884940,2510625,2052314,165497,773851,1112846,,0.0,0.0,0.0
06/15/2021,NC,11521890,646300,4738160,6137430,3983775,284071,1546293,2153370,,0.0,0.0,0.0
06/15/2021,WI,6031505,316700,2580960,3133845,2732030,218493,1087483,1425786,,0.0,0.0,0.0
06/15/2021,MP,72330,2600,20200,49530,24564,344,3398,20822,,0.0,0.0,0.0
06/15/2021,MI,11442840,642500,4792000,6008340,4485169,316511,1793240,2374760,,0.0,0.0,0.0
06/15/2021,DE,1258695,65800,511760,681135,453498,41909,172338,239076,,0.0,0.0,0.0
06/15/2021,MA,9578900,444700,3834880,5299320,4017847,278915,1571117,2167763,,0.0,0.0,0.0
06/15/2021,KY,4392465,266300,1909600,2216565,1831332,152379,770044,908421,,0.0,0.0,0.0
06/15/2021,LTC,61307105,2474700,18169640,40662765,0,0,0,0,,0.0,0.0,0.0
06/15/2021,IL,14438495,850200,5716340,7871955,5462886,429021,2102657,2928192,,0.0,0.0,0.0
06/15/2021,VA2,6239605,520400,2985500,2733705,2658314,159512,1335382,1163419,,0.0,0.0,0.0
06/15/2021,WV,1871625,110100,845220,916305,640909,33085,291223,316441,,0.0,0.0,0.0
06/15/2021,FL,24284695,1694100,9832720,12757875,9169529,920643,3611712,4623703,,0.0,0.0,0.0
06/15/2021,SC,5186245,313200,2229040,2644005,1859472,134503,719399,1005355,,0.0,0.0,0.0
06/15/2021,GU,215770,19500,74200,122070,80714,3644,31400,45670,,0.0,0.0,0.0
06/15/2021,KS,3034435,172200,1329340,1532895,1171599,77981,498501,594878,,0.0,0.0,0.0
06/15/2021,MH,51300,10800,40500,0,14710,406,14294,10,,0.0,0.0,0.0
06/15/2021,MO,6013295,311300,2466360,3235635,2250526,160168,850918,1239363,,0.0,0.0,0.0
06/15/2021,VT,908500,52700,390140,465660,390970,35213,156060,199485,,0.0,0.0,0.0
06/15/2021,NH,1786515,116700,722700,947115,730076,56386,305961,367703,,0.0,0.0,0.0
06/15/2021,BP2,198260,10600,82360,105300,93125,7795,36428,48902,,0.0,0.0,0.0
06/15/2021,ND,707420,36500,309000,361920,287627,24070,120661,142895,,0.0,0.0,0.0
06/15/2021,HI,1915490,81200,751260,1083030,704768,34530,248939,403224,,0.0,0.0,0.0
06/15/2021,NY,23366565,1250700,9598620,12517245,9842185,843647,3851262,5146330,,0.0,0.0,0.0
06/15/2021,WA,9195030,495000,3698280,5001750,3889031,323729,1528539,2035345,,0.0,0.0,0.0
06/15/2021,US,374865165,21396900,154554420,198913845,145768367,11525093,58219262,75960762,,0.0,0.0,0.0
06/15/2021,DD2,4362500,186200,1816800,2359500,1652187,131672,653106,867409,,0.0,0.0,0.0
06/15/2021,SD,947205,59300,426340,461565,389891,24587,169934,195357,,0.0,0.0,0.0
06/15/2021,VI,77040,900,23100,53040,33280,801,10501,21977,,0.0,0.0,0.0
06/15/2021,GA,10932375,596700,4622760,5712915,3596274,201323,1527231,1867319,,0.0,0.0,0.0
06/15/2021,TN,6207030,367500,2576400,3263130,2305384,147140,926348,1228865,,0.0,0.0,0.0
06/15/2021,IA,3402795,187800,1415340,1799655,1456445,118205,611450,726711,,0.0,0.0,0.0
06/15/2021,MS,2623525,164000,1164140,1295385,848045,53214,387978,406817,,0.0,0.0,0.0
06/15/2021,AL,4686280,281100,2123680,2281500,1501171,108065,685600,707404,,0.0,0.0,0.0
06/15/2021,OR,5550315,310100,2288500,2951715,2109652,159508,811505,1138151,,0.0,0.0,0.0
06/15/2021,DC,1050145,54400,417180,578565,347921,29920,133155,184673,,0.0,0.0,0.0
06/15/2021,CO,6904110,340300,2836580,3727230,2794824,204960,1155076,1433889,,0.0,0.0,0.0
06/15/2021,RP,24600,3800,20800,0,12494,1737,10735,22,,0.0,0.0,0.0
06/15/2021,AS,54030,600,15600,37830,20103,142,4802,15159,,0.0,0.0,0.0
06/15/2021,MT,1095905,69600,487520,538785,436028,34224,191338,210372,,0.0,0.0,0.0
06/15/2021,AR,2803630,178800,1254760,1370070,985595,70982,452665,461799,,0.0,0.0,0.0
06/15/2021,ID,1643405,100100,692520,850785,618488,46604,257605,314025,,0.0,0.0,0.0
06/15/2021,RI,1492015,61600,604980,825435,590495,45436,228804,316243,,0.0,0.0,0.0
06/15/2021,TX,31171755,1893500,12591520,16686735,11111358,916005,4487164,5707509,,0.0,0.0,0.0
06/15/2021,VA,10154245,540400,3964500,5649345,4166713,309873,1584489,2271637,,0.0,0.0,0.0
06/15/2021,AZ,7946275,430900,3298500,4216875,2775508,196231,1152409,1425169,,0.0,0.0,0.0
06/15/2021,UT,3170040,172400,1354960,1642680,1134602,113887,440679,580035,,0.0,0.0,0.0
06/15/2021,OH,12210255,655400,5111860,6442995,4974856,397043,1975970,2598294,,0.0,0.0,0.0
06/15/2021,CA,48312800,2615000,19680900,26016900,18507541,1438822,7373891,9693140,,0.0,0.0,0.0
06/15/2021,NE,2051790,108000,811620,1132170,862608,64628,333290,463733,,0.0,0.0,0.0
06/15/2021,WY,510585,34000,245120,231465,192334,14715,88059,89509,,0.0,0.0,0.0
06/15/2021,FM,78800,10200,68600,0,22712,3237,19435,40,,0.0,0.0,0.0
06/14/2021,AZ,7938645,430900,3294380,4213365,2765408,195616,1149479,1418616,,0.0,0.0,0.0
06/14/2021,OK,3967265,222300,1736660,2008305,1394012,90268,630559,673155,,0.0,0.0,0.0
06/14/2021,MI,11436950,642500,4787280,6007170,4462925,315550,1788984,2357733,,0.0,0.0,0.0
06/14/2021,WI,6007935,316700,2577280,3113955,2722024,217855,1085635,1418266,,0.0,0.0,0.0
06/14/2021,NV,2988140,183100,1206820,1598220,1204430,112485,477674,614261,,0.0,0.0,0.0
06/14/2021,OR,5527385,310100,2287800,2929485,2089259,158139,806874,1123759,,0.0,0.0,0.0
06/14/2021,VA2,6239605,520400,2985500,2733705,2657881,159460,1335186,1163234,,0.0,0.0,0.0
06/14/2021,WY,510585,34000,245120,231465,191169,14623,87649,88846,,0.0,0.0,0.0
06/14/2021,FL,24267785,1694100,9824000,12749685,9115201,910648,3591007,4600100,,0.0,0.0,0.0
06/14/2021,WV,1871085,110100,844680,916305,639441,32943,290806,315532,,0.0,0.0,0.0
06/14/2021,AL,4678220,281100,2117960,2279160,1499941,107939,684752,707149,,0.0,0.0,0.0
06/14/2021,OH,12195155,655400,5106120,6433635,4948197,395699,1968430,2580524,,0.0,0.0,0.0
06/14/2021,FM,78800,10200,68600,0,22480,3118,19323,39,,0.0,0.0,0.0
06/14/2021,ID,1643205,100100,692320,850785,617061,46398,257243,313167,,0.0,0.0,0.0
06/14/2021,LA,3979160,238100,1741920,1999140,1535782,110435,684605,740189,,0.0,0.0,0.0
06/14/2021,DC,1050145,54400,417180,578565,346486,29820,132653,183841,,0.0,0.0,0.0
06/14/2021,NM,2316955,138500,1012160,1166295,1053538,66412,441574,544598,,0.0,0.0,0.0
06/14/2021,DE,1257145,65800,511380,679965,450620,41770,171620,237055,,0.0,0.0,0.0
06/14/2021,CO,6901730,340300,2834200,3727230,2778686,203918,1151036,1422834,,0.0,0.0,0.0
06/14/2021,AK,819965,58700,351960,409305,300450,21235,126427,152755,,0.0,0.0,0.0
06/14/2021,BP2,196310,10600,81580,104130,92668,7533,36269,48866,,0.0,0.0,0.0
06/14/2021,MD,8286690,439400,3262060,4585230,3140826,242335,1206256,1690622,,0.0,0.0,0.0
06/14/2021,DD2,4360160,186200,1816800,2357160,1638406,130294,649855,858257,,0.0,0.0,0.0
06/14/2021,IH2,1743515,74700,916700,752115,637445,24038,337805,275602,,0.0,0.0,0.0
06/14/2021,PA,15354715,1060500,6504940,7789275,6011723,509654,2400428,3101352,,0.0,0.0,0.0
06/14/2021,NC,11516730,646300,4735340,6135090,3969248,283541,1542787,2142879,,0.0,0.0,0.0
06/14/2021,MS,2622255,164000,1164040,1294215,836056,52441,384241,399338,,0.0,0.0,0.0
06/14/2021,KY,4390115,266300,1908420,2215395,1823894,151968,767611,903827,,0.0,0.0,0.0
06/14/2021,ND,702640,36500,308900,357240,287390,24062,120544,142783,,0.0,0.0,0.0
06/14/2021,RP,24600,3800,20800,0,12489,1732,10735,22,,0.0,0.0,0.0
06/14/2021,LTC,61244095,2474700,18159280,40610115,0,0,0,0,,0.0,0.0,0.0
06/14/2021,IA,3400315,187800,1415200,1797315,1449481,117664,610321,721417,,0.0,0.0,0.0
06/14/2021,NE,2051790,108000,811620,1132170,855584,64251,331477,458904,,0.0,0.0,0.0
06/14/2021,CA,48230440,2615000,19659380,25956060,18416581,1433733,7354067,9627096,,0.0,0.0,0.0
06/14/2021,ME,1818640,103100,778760,936780,780247,99119,314638,366407,,0.0,0.0,0.0
06/14/2021,MT,1095505,69600,487120,538785,433395,33984,190825,208494,,0.0,0.0,0.0
06/14/2021,NJ,11300805,606000,4628940,6065865,4653627,369320,1855824,2428436,,0.0,0.0,0.0
06/14/2021,MO,6003695,311300,2466120,3226275,2241581,159706,848668,1233130,,0.0,0.0,0.0
06/14/2021,PR,3905990,190000,1741420,1974570,1303887,88139,512456,703268,,0.0,0.0,0.0
06/14/2021,AR,2803530,178800,1254660,1370070,983079,70821,451823,460286,,0.0,0.0,0.0
06/14/2021,SC,5182325,313200,2225120,2644005,1852295,133851,716778,1001451,,0.0,0.0,0.0
06/14/2021,SD,946035,59300,426340,460395,388687,24448,169606,194620,,0.0,0.0,0.0
06/14/2021,MH,51300,10800,40500,0,14710,406,14294,10,,0.0,0.0,0.0
06/14/2021,RI,1491055,61600,604020,825435,587390,45354,228411,313613,,0.0,0.0,0.0
06/14/2021,MP,72330,2600,20200,49530,24207,339,3349,20519,,0.0,0.0,0.0
06/14/2021,KS,3027785,172200,1328540,1527045,1164788,77345,496580,590625,,0.0,0.0,0.0
06/14/2021,UT,3168840,172400,1353760,1642680,1113192,111388,436423,565380,,0.0,0.0,0.0
06/14/2021,CT,4640115,249900,1883100,2507115,2037700,164534,772276,1100770,,0.0,0.0,0.0
06/14/2021,HI,1901220,81200,747520,1072500,700876,34288,248078,400437,,0.0,0.0,0.0
06/14/2021,GA,10928305,596700,4622200,5709405,3595582,201270,1527035,1866876,,0.0,0.0,0.0
06/14/2021,NY,23329865,1250700,9578300,12500865,9790176,839452,3840742,5109039,,0.0,0.0,0.0
06/14/2021,VA,10131205,540400,3962520,5628285,4127680,307892,1576690,2242386,,0.0,0.0,0.0
06/14/2021,MA,9569230,444700,3831060,5293470,3997313,277723,1568318,2151220,,0.0,0.0,0.0
06/14/2021,TN,6201110,367500,2570480,3263130,2293236,146670,924594,1218959,,0.0,0.0,0.0
06/14/2021,WA,9180320,495000,3696440,4988880,3861423,321492,1522806,2015708,,0.0,0.0,0.0
06/14/2021,VI,76840,900,22900,53040,33112,794,10476,21841,,0.0,0.0,0.0
06/14/2021,NH,1781735,116700,722600,942435,723087,56083,304475,362503,,0.0,0.0,0.0
06/14/2021,TX,31153065,1893500,12583360,16676205,11040641,911182,4469823,5658964,,0.0,0.0,0.0
06/14/2021,GU,215770,19500,74200,122070,80699,3644,31394,45661,,0.0,0.0,0.0
06/14/2021,MN,6438580,344900,2573540,3520140,2755620,249609,1046368,1459519,,0.0,0.0,0.0
06/14/2021,IN,6572110,426900,2614540,3530670,2558412,182030,1000384,1371292,,0.0,0.0,0.0
06/14/2021,VT,908200,52700,389840,465660,386230,34933,154703,196382,,0.0,0.0,0.0
06/14/2021,US,374398105,21396900,154405600,198595605,144919339,11465768,58015983,75374466,,0.0,0.0,0.0
06/14/2021,IL,14432025,850200,5713380,7868445,5435511,427344,2097706,2907459,,0.0,0.0,0.0
06/14/2021,AS,54030,600,15600,37830,19928,116,4709,15103,,0.0,0.0,0.0
06/13/2021,CO,6901730,340300,2834200,3727230,2777997,203805,1150822,1422471,,0.0,0.0,0.0
06/13/2021,RP,24600,3800,20800,0,12487,1732,10734,21,,0.0,0.0,0.0
06/13/2021,IN,6572110,426900,2614540,3530670,2512389,179140,982745,1345873,,0.0,0.0,0.0
06/13/2021,PA,15354715,1060500,6504940,7789275,5980871,507600,2391241,3081743,,0.0,0.0,0.0
06/13/2021,MD,8286690,439400,3262060,4585230,3120198,241247,1200160,1677192,,0.0,0.0,0.0
06/13/2021,UT,3168840,172400,1353760,1642680,1095829,110245,434838,550745,,0.0,0.0,0.0
06/13/2021,MI,11436950,642500,4787280,6007170,4434974,313926,1781038,2339361,,0.0,0.0,0.0
06/13/2021,GA,10928305,596700,4622200,5709405,3593625,200689,1526656,1865883,,0.0,0.0,0.0
06/13/2021,WA,9180320,495000,3696440,4988880,3831107,319013,1514279,1996404,,0.0,0.0,0.0
06/13/2021,NV,2988140,183100,1206820,1598220,1198513,111836,476198,610469,,0.0,0.0,0.0
06/13/2021,SD,946035,59300,426340,460395,388026,24410,169560,194043,,0.0,0.0,0.0
06/13/2021,MT,1095505,69600,487120,538785,433238,33943,190752,208453,,0.0,0.0,0.0
06/13/2021,LTC,61183255,2474700,18159280,40549275,0,0,0,0,,0.0,0.0,0.0
06/13/2021,DD2,4360160,186200,1816800,2357160,1624691,128766,646718,849207,,0.0,0.0,0.0
06/13/2021,NH,1781735,116700,722600,942435,722573,56031,304403,362114,,0.0,0.0,0.0
06/13/2021,MP,72330,2600,20200,49530,24207,339,3349,20519,,0.0,0.0,0.0
06/13/2021,NY,23329865,1250700,9578300,12500865,9722653,834286,3824225,5063202,,0.0,0.0,0.0
06/13/2021,AZ,7938645,430900,3294380,4213365,2754164,194537,1145824,1412114,,0.0,0.0,0.0
06/13/2021,BP2,196310,10600,81580,104130,92668,7533,36269,48866,,0.0,0.0,0.0
06/13/2021,NC,11516730,646300,4735340,6135090,3939639,282614,1524847,2132137,,0.0,0.0,0.0
06/13/2021,RI,1491055,61600,604020,825435,584049,45178,227473,311388,,0.0,0.0,0.0
06/13/2021,US,374398105,21396900,154405600,198595605,143921222,11378793,57698841,74781014,,0.0,0.0,0.0
06/13/2021,NM,2316955,138500,1012160,1166295,1050734,66216,440261,543308,,0.0,0.0,0.0
06/13/2021,MA,9569230,444700,3831060,5293470,3980438,276741,1563259,2140389,,0.0,0.0,0.0
06/13/2021,FM,78800,10200,68600,0,22251,3075,19137,39,,0.0,0.0,0.0
06/13/2021,CA,48230440,2615000,19659380,25956060,18323566,1426921,7331292,9563707,,0.0,0.0,0.0
06/13/2021,IL,14432025,850200,5713380,7868445,5352072,413899,2070877,2864329,,0.0,0.0,0.0
06/13/2021,VI,76840,900,22900,53040,33009,791,10444,21773,,0.0,0.0,0.0
06/13/2021,LA,3979160,238100,1741920,1999140,1513114,108174,674495,729895,,0.0,0.0,0.0
06/13/2021,KY,4390115,266300,1908420,2215395,1801992,150084,759759,891669,,0.0,0.0,0.0
06/13/2021,TX,31153065,1893500,12583360,16676205,11003643,909288,4457930,5635753,,0.0,0.0,0.0
06/13/2021,PR,3905990,190000,1741420,1974570,1294788,87816,508769,698179,,0.0,0.0,0.0
06/13/2021,AL,4678220,281100,2117960,2279160,1490848,106940,681056,702752,,0.0,0.0,0.0
06/13/2021,DC,1050145,54400,417180,578565,341939,29245,131225,181298,,0.0,0.0,0.0
06/13/2021,IH2,1743515,74700,916700,752115,634969,23912,337309,273748,,0.0,0.0,0.0
06/13/2021,KS,3027785,172200,1328540,1527045,1163379,77195,496409,589537,,0.0,0.0,0.0
06/13/2021,VT,908200,52700,389840,465660,382096,34684,153945,193255,,0.0,0.0,0.0
06/13/2021,DE,1257145,65800,511380,679965,447739,41617,170670,235278,,0.0,0.0,0.0
06/13/2021,ND,702640,36500,308900,357240,286399,23960,120345,142093,,0.0,0.0,0.0
06/13/2021,MO,6003695,311300,2466120,3226275,2208123,156826,838030,1213190,,0.0,0.0,0.0
06/13/2021,OR,5527385,310100,2287800,2929485,2077018,157215,803681,1115640,,0.0,0.0,0.0
06/13/2021,WY,510585,34000,245120,231465,191066,14598,87623,88794,,0.0,0.0,0.0
06/13/2021,AR,2803530,178800,1254660,1370070,978042,70443,450340,457115,,0.0,0.0,0.0
06/13/2021,FL,24267785,1694100,9824000,12749685,8950349,886321,3529905,4520893,,0.0,0.0,0.0
06/13/2021,ME,1818640,103100,778760,936780,780132,99098,314609,366342,,0.0,0.0,0.0
06/13/2021,OK,3967265,222300,1736660,2008305,1375816,87392,621761,666634,,0.0,0.0,0.0
06/13/2021,MN,6438580,344900,2573540,3520140,2739422,248480,1043793,1447026,,0.0,0.0,0.0
06/13/2021,TN,6201110,367500,2570480,3263130,2254866,142896,911326,1197686,,0.0,0.0,0.0
06/13/2021,MH,51300,10800,40500,0,14376,400,13966,10,,0.0,0.0,0.0
06/13/2021,NJ,11300805,606000,4628940,6065865,4664529,378223,1859392,2426868,,0.0,0.0,0.0
06/13/2021,HI,1901220,81200,747520,1072500,695368,33842,246782,396671,,0.0,0.0,0.0
06/13/2021,GU,215770,19500,74200,122070,79181,3638,30367,45176,,0.0,0.0,0.0
06/13/2021,IA,3400315,187800,1415200,1797315,1441717,117106,608887,715645,,0.0,0.0,0.0
06/13/2021,CT,4640115,249900,1883100,2507115,2027759,163971,770164,1093504,,0.0,0.0,0.0
06/13/2021,AK,819965,58700,351960,409305,299428,21141,126191,152063,,0.0,0.0,0.0
06/13/2021,SC,5182325,313200,2225120,2644005,1844607,133249,714070,997072,,0.0,0.0,0.0
06/13/2021,ID,1643205,100100,692320,850785,607507,45106,254030,308123,,0.0,0.0,0.0
06/13/2021,NE,2051790,108000,811620,1132170,855476,64232,331450,458842,,0.0,0.0,0.0
06/13/2021,WI,6007935,316700,2577280,3113955,2701535,216731,1080355,1404182,,0.0,0.0,0.0
06/13/2021,AS,54030,600,15600,37830,19928,116,4708,15104,,0.0,0.0,0.0
06/13/2021,MS,2622255,164000,1164040,1294215,835528,52393,384080,399020,,0.0,0.0,0.0
06/13/2021,VA2,6239605,520400,2985500,2733705,2654355,158324,1334041,1161989,,0.0,0.0,0.0
06/13/2021,VA,10131205,540400,3962520,5628285,4115334,307009,1574141,2233472,,0.0,0.0,0.0
06/13/2021,OH,12195155,655400,5106120,6433635,4922904,393508,1962209,2563677,,0.0,0.0,0.0
06/13/2021,WV,1871085,110100,844680,916305,635043,32611,289527,312747,,0.0,0.0,0.0
06/12/2021,SD,946035,59300,426340,460395,386604,24267,169253,193071,,0.0,0.0,0.0
06/12/2021,CA,48230540,2615000,19659480,25956060,18215706,1419517,7299433,9495133,,0.0,0.0,0.0
06/12/2021,BP2,196310,10600,81580,104130,91441,7178,35491,48772,,0.0,0.0,0.0
06/12/2021,UT,3168840,172400,1353760,1642680,1095684,110219,434786,550678,,0.0,0.0,0.0
06/12/2021,DC,1050145,54400,417180,578565,340402,29174,130650,180407,,0.0,0.0,0.0
06/12/2021,MT,1095505,69600,487120,538785,431854,33741,190329,207696,,0.0,0.0,0.0
06/12/2021,LA,3979160,238100,1741920,1999140,1506158,107600,672336,725675,,0.0,0.0,0.0
06/12/2021,NH,1781735,116700,722600,942435,722159,55994,304336,361804,,0.0,0.0,0.0
06/12/2021,FL,24267785,1694100,9824000,12749685,8897354,879618,3516901,4487789,,0.0,0.0,0.0
06/12/2021,VA,10131205,540400,3962520,5628285,4086323,305429,1566469,2213717,,0.0,0.0,0.0
06/12/2021,FM,77800,10200,67600,0,22243,3068,19136,39,,0.0,0.0,0.0
06/12/2021,GA,10928305,596700,4622200,5709405,3592184,200597,1526190,1865001,,0.0,0.0,0.0
